,name,preferred,type,cas,parameter_groups
3354,tert-Butylbenzene,"1,1-Dimethylethylbenzene",,,ECM
3355,tert-Butylmethylether,Methyl tertiary-butyl ether (MTBE),,,ECM
2951,Tertiary Amyl Methyl Ether,tert-Amyl methyl ether,,,ECM
2952,Tetra and trichloroethene,,Chemical,,ECM
3635,Tetrabutyl tin,Tetrabutyltin,Chemical,,ECM
2953,Tetrabutyltin,,Chemical,1461-25-2,ECM
2954,Tetracarbonylnickel (as Ni),,Chemical,,ECM
2955,Tetrachlorethylene,Tetrachloroethene,,,ECM
2956,Tetrachloro-p-quinone,,Chemical,,ECM
2957,Tetrachlorobiphenyl,,Chemical,,ECM
2958,Tetrachloroethane,,Chemical,630-20-6,ECM
2959,"Tetrachloroethane (1,1,2,2-Tetrachloroethane",Tetrachloroethane,,,ECM
2960,"Tetrachloroethane (1,1,2,2-tetrachloroethane)",,Chemical,,ECM
2961,Tetrachloroethene,,Chemical,,ECM
2962,Tetrachloroethene (Perchloroethene),Tetrachloroethene,,,ECM
2963,Tetrachloroethylene,Tetrachloroethene,,,ECM
2964,Tetrachloroethylene (PER),Tetrachloroethene,,,ECM
2965,Tetrachloromethane,,Chemical,56-23-5,ECM
2966,Tetrachloromethane (Carbon Tetrachloride),Tetrachloromethane,,,ECM
2967,Tetrachlorvinphos,Stirofos,,,ECM
2968,Tetracosamethylcyclododecasiloxane (SVOCSW),,Chemical, 18919-94-3,ECM
2969,Tetracosamethylcyclododecasiloxane SVOCSW,Tetracosamethylcyclododecasiloxane (SVOCSW),,,ECM
2970,Tetracosanal,,Chemical,,ECM
2971,Tetracosane,,Chemical,,ECM
2972,"Tetracosane, 11-decyl-",,Chemical,,ECM
2973,Tetradecane,,Chemical,,ECM
2974,Tetradecanoic acid,,Chemical,,ECM
2975,Tetradifon,,Chemical,,ECM
2976,Tetraethyl lead,,Chemical,,ECM
2977,Tetraethyl pyrophosphate,,Chemical,,ECM
2978,Tetrahydrofuran,,Chemical,109-99-9,ECM
2979,"Tetrahydrofuran-2-one, 5-[1-hydroxyhexyl]-",,Chemical,87877-77-8,ECM
2980,Tetrahydrothiophene,,Chemical,,ECM
2981,Tetrasodium pyrophosphate,,Chemical,7722-88-5,ECM
2982,Tetratetracontane,,Chemical,,ECM
2983,Thallium,,Chemical,,ECM
2984,Thallium 201,Thallium-201,,,ECM
2985,Thallium 208,Thallium-208,,,ECM
2986,Thallium 234,Thallium-234,,,ECM
2987,Thallium and its compounds expressed as thallium (Total Tl),,Chemical Group,,ECM
2988,Thallium-201,,Chemical,,ECM
2989,Thallium-208,,Chemical,,ECM
2990,Thallium-234,,Chemical,,ECM
2991,Thiabendazole,,Chemical,,ECM
2992,Thiocyanate,,Chemical,,ECM
2993,Thionyl chloride,,Chemical,07/09/7719,ECM
2994,Thiophene,,Chemical,,ECM
2995,Thiram,,Chemical,,ECM
3422,This seems like an odd primary vaue - is it from permits?,,Chemical group,,ECM
2996,Thorium 230,Thorium-230,,,ECM
2997,Thorium 232,Thorium-232,,,ECM
2998,Thorium 234,Thorium-234,,,ECM
2999,Thorium-230,,Chemical,,ECM
3000,Thorium-232,,Chemical,,ECM
3001,Thorium-234,,Chemical,,ECM
3002,Tin,,Chemical,,ECM
3003,Tin (II) oxide,,Chemical,,ECM
3004,Tin 126,Tin-126,,,ECM
3006,Tin chloride dihydrate,,Chemical,,ECM
3005,"Tin Compounds, Inorganic",,Chemical Group,,ECM
3007,Tin dioxide,,Chemical,,ECM
3008,Tin-126,,Chemical,,ECM
3009,Titanium,,Chemical,,ECM
3010,Titanium dioxide,,Chemical,,ECM
3626,TOC (Total Organic Carbon),Total Organic Carbon,Physical,,ECM
3627,TOC as C,Total Organic Carbon,Physical,,ECM
3011,Tokuthion,,Chemical,,ECM
3012,Tolex,,Chemical,,ECM
3013,Toluene,,Chemical,,ECM
3014,Toluene (VOC),Toluene,,,ECM
3015,Toluene Extractable Matter,,Chemical,,ECM
3016,Toluene-D8,,Chemical,,ECM
3636,Top of Borehole,Borehole Reference Point AOD,Physical,,ECM
3043,Total acetate,Acetate,,,ECM
3044,Total aliphatics & aromatics C12-C35,"Aliphatics and aromatics C12-C35, total",,,ECM
3045,Total aliphatics >C10 - C35,"Aliphatics C10-C35, total",,,ECM
3637,Total Aliphatics >C12-C35 (aq),Aliphatics C12-C35 (aq),Chemical group,,ECM
3638,Total Alkalinity,Alkalinity (Total),Physical,,ECM
3017,Total Alpha,,Chemical,,ECM
3018,Total Alpha (as Am-241),,Chemical,,ECM
3639,Total Anions,Anions total,Chemical group,,ECM
3019,Total Annual Dust emission,,LCP,,ECM
3020,Total Annual NOx emission,,LCP,,ECM
3021,Total Annual SO2 emission,,LCP,,ECM
3046,Total aromatics,"Aromatics, total",,,ECM
3047,Total aromatics >C10 - C36,"Aromatics C10-C36, total",,,ECM
3023,Total Beta/Gamma (Excl Tritium),,Chemical,,ECM
3022,Total BTEX,BTEX - sum of detected,,,ECM
3437,Total Bulk Gas Flow Rate,,Physical,,ECM
3024,Total COD load,Chemical Oxygen Demand,,,ECM
3048,Total coliforms,,Biological Parameter,,ECM
3049,Total daily volume of discharge,Discharge Volume,,,ECM
3025,Total Dissolved Solids,"Solids, dissolved total",,,ECM
3050,Total hardness,,Physical parameter,,ECM
3026,Total Hardness as CaCO3,,Physical parameter,,ECM
3027,Total Indicative Dose (for Radioactivity),,Physical parameter,,ECM
3028,Total Inhalable Dust,,Physical parameter,,ECM
3446,Total Monohydric Phenols,,Chemical group,,ECM
3029,Total Non-Para phenols (4-aminophenazone),"Phenols, non-para, total",,,ECM
3030,Total Non-volatile Aromatics,"Non-volatile aromatics, total",,,ECM
3031,Total Organic Carbon,,Chemical,,ECM
3032,Total Organic Carbon (TOC),Total Organic Carbon,,,ECM
3033,Total Oxidised Nitrogen (TON),"Oxidised Nitrogen, total",,,ECM
3034,Total Oxidised Nitrogen as N,"Oxidised Nitrogen, total",,,ECM
3051,Total pesticides,"Pesticides, total",,,ECM
3052,Total petrol range organics,"Petrol range organics, total",,,ECM
3035,Total Petroleum Hydrocarbons,TPH,,,ECM
3053,Total phenols of 8 speciated,Phenols - 8 speciated,,,ECM
3036,Total Sulphur (Diss) (SO4:mg/l),Sulphur,,,ECM
3037,Total Sulphur as SO4 (Dissolved) ,Sulphur,,,ECM
3038,Total Viable Count,,Biological Parameter,,ECM
3039,Total Volatile Organic Compounds,Volatile organic compounds (VOCs) (as carbon),,,ECM
3640,Total Volatile Organic Compounds (VOCs),Volatile organic compounds (VOCs) (as carbon),Chemical group,,ECM
3040,Total Volatile Substances (TVS),,Chemical Group,,ECM
3054,Total waste generated,,Physical parameter,,ECM
3041,Total Water Hardness,,Physical parameter,,ECM
3042,Total Water Used,,Physical parameter,,ECM
3055,Toxaphene,,Chemical,8001-35-2,ECM
3464,"Toxic metals (either individually or in total ie Sb, Be,Cr, Cu, Pb, Ni, Se, Ag, V, Zn)",Toxic Metals (total or individually),Chemical group,,ECM
3386,Toxic Metals (total or individually),,Chemical group,,ECM
2838,TPH,,Chemical,,ECM
2839,TPH (Aliphatics/Aromatics C5-C44),TPH C5-C44,,,ECM
2840,TPH (C10 - C36),,Chemical Group,,ECM
2841,TPH Aliphatics,,Chemical Group,,ECM
2842,TPH Aqueous Phase,TPH,,,ECM
2843,TPH Aromatics,,Chemical Group,,ECM
2844,TPH C10-C12,,Chemical Group,,ECM
2845,TPH C10-C12 Aliphatic,,Chemical Group,,ECM
2846,TPH C10-C12 Aromatic,,Chemical Group,,ECM
2847,TPH C10-C12 u,TPH C10-C12,,,ECM
2848,TPH C10-C16,,Chemical Group,,ECM
2849,TPH C10-C20,,Chemical Group,,ECM
2850,TPH C10-C21,,Chemical Group,,ECM
2851,TPH C10-C35 Aromatic,,Chemical Group,,ECM
2852,TPH C10-C39,,Chemical Group,,ECM
2853,TPH C10-C40,,Chemical Group,,ECM
2854,TPH C10-C44,,Chemical Group,,ECM
2855,TPH C10-C44 Aliphatic,,Chemical Group,,ECM
2856,TPH C10-C44 Aromatic,,Chemical Group,,ECM
2857,TPH C11-C12,,Chemical Group,,ECM
2858,TPH C12-C16,,Chemical Group,,ECM
2859,TPH C12-C16 Aliphatic,,Chemical Group,,ECM
2860,TPH C12-C16 Aromatic,,Chemical Group,,ECM
2861,TPH C12-C35 Aliphatic,,Chemical Group,,ECM
2862,TPH C12-C35 Aromatic,,Chemical Group,,ECM
2863,TPH C16-C21,,Chemical Group,,ECM
2864,TPH C16-C21 Aliphatic,,Chemical Group,,ECM
2865,TPH C16-C21 Aromatic,,Chemical Group,,ECM
2866,TPH C16-C24,,Chemical Group,,ECM
2867,TPH C16-C35 Aliphatic,,Chemical Group,,ECM
2868,TPH C20-C40,,Chemical Group,,ECM
2869,TPH C21-C25 Aliphatic,,Chemical Group,,ECM
2870,TPH C21-C28,,Chemical Group,,ECM
2871,TPH C21-C35,,Chemical Group,,ECM
2872,TPH C21-C35 Aliphatic,,Chemical Group,,ECM
2873,TPH C21-C35 Aromatic,,Chemical Group,,ECM
2874,TPH C21-C40,,Chemical Group,,ECM
2875,TPH C24-C40,,Chemical Group,,ECM
2876,TPH C28-C35,,Chemical Group,,ECM
2877,TPH C35-C39,,Chemical Group,,ECM
2878,TPH C35-C44,,Chemical Group,,ECM
2879,TPH C35-C44 Aliphatic,,Chemical Group,,ECM
2880,TPH C35-C44 Aromatic,,Chemical Group,,ECM
2881,TPH C5-C10,,Chemical Group,,ECM
2882,TPH C5-C10 Aliphatic,,Chemical Group,,ECM
2883,TPH C5-C10 Aromatic,,Chemical Group,,ECM
2884,TPH C5-C12,,Chemical Group,,ECM
2885,TPH C5-C12 Aliphatics,,Chemical Group,,ECM
2886,TPH C5-C35,,Chemical Group,,ECM
2887,TPH C5-C35 Aliphatic,,Chemical Group,,ECM
2888,TPH C5-C35 Aromatic,,Chemical Group,,ECM
2889,TPH C5-C40,,Chemical Group,,ECM
2890,TPH C5-C44,,Chemical Group,,ECM
2891,TPH C5-C44 Aliphatic,,Chemical Group,,ECM
2892,TPH C5-C44 Aromatic,,Chemical Group,,ECM
2893,TPH C5-C6,,Chemical Group,,ECM
2894,TPH C5-C6 Aliphatic,,Chemical Group,,ECM
2895,TPH C5-C7,,Chemical Group,,ECM
2896,TPH C5-C7 Aliphatic,,Chemical Group,,ECM
2897,TPH C5-C7 Aromatic,,Chemical Group,,ECM
2898,TPH C5-C9,,Chemical Group,,ECM
2899,TPH C6-C10,,Chemical Group,,ECM
2900,TPH C6-C40,,Chemical Group,,ECM
2901,TPH C6-C7,,Chemical Group,,ECM
2902,TPH C6-C8,,Chemical Group,,ECM
2903,TPH C6-C8 Aliphatic,,Chemical Group,,ECM
2904,TPH C7-C8,,Chemical Group,,ECM
2905,TPH C7-C8 Aromatic,,Chemical Group,,ECM
2906,TPH C8-C10,,Chemical Group,,ECM
2907,TPH C8-C10 Aliphatic,,Chemical Group,,ECM
2908,TPH C8-C10 Aromatic,,Chemical Group,,ECM
2909,TPH C8-C12,,Chemical Group,,ECM
2910,TPH C8-C40,,Chemical Group,,ECM
2911,TPH C9-C40,,Chemical Group,,ECM
2912,TPH FTIRPER. O,TPH,,,ECM
2913,TPH GC,TPH,,,ECM
2914,TPH Screen C8-C40,TPH C8-C40,,,ECM
3628,TPH>C10-C16,TPH C10-C16,Chemical group,,ECM
3629,TPH>C16-C24,TPH C16-C24,Chemical group,,ECM
3630,TPH>C24-C40,TPH C24-C40,Chemical group,,ECM
3631,TPH>C6-C40,TPH C6-C40,Chemical group,,ECM
3632,TPH>C6-C8,TPH C6-C8,Chemical group,,ECM
3633,TPH>C8-C10,TPH C8-C10,Chemical group,,ECM
2915,TPHa C4-C10,,Chemical Group,,ECM
2916,TPHb C10-C40,,Chemical Group,,ECM
3056,Trans Chlordane,Chlordane-trans,,,ECM
3057,Trans Permethrin,Permethrin (trans),,,ECM
3671,"trans-1,2-Dichloroethane","1,2-Dichloroethane",Chemical,,ECM
3672,"trans-1,2-Dichloroethene","1,2-Dichloroethene",Chemical,,ECM
3356,"trans-1,3-Dichloropropene","1,3-Dichloropropene",,,ECM
3357,trans-Chlordane,Chlordane-trans,,,ECM
3358,trans-Permethrin,Permethrin (trans),,,ECM
3058,Transparency,,Physical parameter,,ECM
3383,Tri (2-chloroethyl) phosphate 115-96-8,Tris(2-chloroethyl) phosphate,Chemical,,ECM
3059,Tri-o-tolyl phosphate,,Chemical,1330-78-5,ECM
3060,Triadimefon,,Chemical,,ECM
3061,Triallate,,Chemical,,ECM
3062,Triazophos,,Chemical,,ECM
3063,Tribromoborane,Boron tribromide,,,ECM
3064,Tribromomethane,,Chemical,,ECM
3065,Tributlytin oxide,,Chemical,,ECM
3066,Tributlytin oxide (TBTO),Tributlytin oxide,,,ECM
3067,Tributyl acetate,Tributylacetate,,,ECM
3068,Tributyl phosphate,,Chemical,126-73-8,ECM
3069,Tributyl-phosphate,Tributyl phosphate,,,ECM
3070,Tributylacetate,,Chemical,,ECM
3071,Tributylacetylcitrate,Acetyltributylcitrate,,,ECM
3072,Tributylamine,,Chemical,102-82-9,ECM
3073,Tributyltin,,Chemical,36643-28-4,ECM
3075,Tributyltin and compounds - as TBT,,Chemical Group,,ECM
3076,Tributyltin and compounds -as TBT,Tributyltin Compounds,,,ECM
3074,Tributyltin Compounds,,Chemical Group,,ECM
3077,Trichlorfon,,Chemical,,ECM
3078,Trichlorinate,Trichloronate,,,ECM
3079,Trichloro-2(2chlorophenyl)2ethane opDDT,"DDT (O,P)",,,ECM
3080,Trichloroacetic acid,,Chemical,09/03/1976,ECM
3081,Trichlorobenzene,,Chemical Group,12002-48-1,ECM
3082,Trichlorobiphenyl,,Chemical,,ECM
3083,Trichloroethane,"1,1,1-Trichloroethane",,,ECM
3084,Trichloroethene,,Chemical,,ECM
3085,Trichloroethylene,Trichloroethene,,,ECM
3086,Trichlorofluoromethane,,Chemical,,ECM
3087,Trichloromethane,,Chemical,67-66-3,ECM
3088,Trichloromonosilane,,Chemical,,ECM
3089,Trichloronapthalene,,Chemical,,ECM
3090,Trichloronate,,Chemical,,ECM
3091,Trichloronitromethane,,Chemical,,ECM
3092,Trichlorotrifluoroethane,"1,1,2-Trichloro-1,2,2-trifluoroethane",,,ECM
3093,Trichlorphon,Trichlorfon,,,ECM
3094,Triclopyr,,Chemical,,ECM
3095,Tricosane,,Chemical,,ECM
3096,"Tricyclo[5.2.1.0(2,6)]dec-4-en-8-one",,Chemical,,ECM
3097,Tridecane,,Chemical,,ECM
3098,Tridecanoic acid,,Chemical,,ECM
3099,Tridymite,,Chemical,,ECM
3100,Trietazine,,Chemical,,ECM
3101,Triethyl phosphite,,Chemical,122-52-1,ECM
3102,Triethylamine,,Chemical,,ECM
3103,Triethylene glycol,,Chemical,112-27-6,ECM
3104,Triethylene glycol diglycol ether,,Chemical,,ECM
3105,Triethylene glycol monobutyl ether,,Chemical,143-22-6,ECM
3106,Triethylene tetramine,Triethylenetetramine,,,ECM
3107,Triethylenetetramine,,Chemical,112-24-3,ECM
3108,Triethylphosphate,,Chemical,78-40-0,ECM
3109,Trifluralin,,Chemical,1582-09-08,ECM
3110,Trigger Level on results spreadsheet,,Physical parameter,,ECM
3111,Triglycidyl isocyanurate (TGIC),,Chemical,2451-62-9,ECM
3112,Trihalomethanes,,Chemical Group,,ECM
3113,Triisopropanolamine,,Chemical,,ECM
3114,Triisopropylphosphate,,Chemical,,ECM
3115,Trimagnesium diphosphide,,Chemical,,ECM
3116,Trimellitic anhydride,,Chemical,,ECM
3117,Trimethyl ester phosphoric acid,Trimethyl phosphate,,,ECM
3118,Trimethyl hexanoic acid,,Chemical,,ECM
3119,Trimethyl phosphate,,Chemical,,ECM
3120,Trimethyl-benzenesulphonamide,,Chemical,,ECM
3121,Trimethylbenzenesulphonamide,Trimethyl-benzenesulphonamide,,,ECM
3122,Trimethylphenols,,Chemical,,ECM
3123,Trimethylsilanol,,Chemical,,ECM
3124,Trinickel disulfide,,Chemical,,ECM
3125,Triphenyl phosphate,,Chemical,,ECM
3126,Triphenyltin,,Chemical,,ECM
3128,Triphenyltin and compounds - as TPT,,Chemical Group,,ECM
3127,Triphenyltin and Its Derivatives,,Chemical group,,ECM
3641,Triphenyltin Compounds,Triphenyltin and compounds - as TPT,Chemical group,,ECM
3129,Triphenyltin oxide (TPTO),,Chemical,,ECM
3441,Tris(2-chloroethyl) phosphate,,Chemical,,ECM
3130,"Trisulfide, dimethyl (SVOCSW)",,Chemical,,ECM
3131,Tritium,,Chemical,,ECM
3132,Tritium (HT),,Chemical,,ECM
3133,Tritium (HTO),,Chemical,,ECM
3134,Tungsten and Its compounds (as W),,Chemical Group,,ECM
3135,Turbidity,,Physical parameter,,ECM
3136,Turpentine,,Chemical,,ECM
2917,TVA,"Volatile acid, total",,,ECM
2918,TVOC,Volatile organic compounds (VOCs) (as carbon),,,ECM
3137,Undecane,,Chemical,,ECM
3138,"Undecane,3,6-dimethyl",,Chemical,,ECM
3139,Unknown SVOC,,Chemical Group,,ECM
3140,Unknown VOC,,Chemical Group,,ECM
3141,Unresolved Complex Matter,,Biological Parameter,,ECM
3142,Uranium,,Chemical,,ECM
3143,Uranium (Alpha),,Chemical,,ECM
3642,Uranium (low level),Uranium,Chemical,,ECM
3144,Uranium 234,Uranium-234,,,ECM
3145,Uranium 235,Uranium-235,,,ECM
3146,Uranium 238,Uranium-238,,,ECM
3147,Uranium Alpha,,Chemical,,ECM
3148,Uranium dioxide,,Chemical,,ECM
3149,Uranium-234,,Chemical,,ECM
3150,Uranium-235,,Chemical,,ECM
3151,Uranium-235 (Alpha),,Chemical,,ECM
3152,Uranium-235 (Gamma),,Chemical,,ECM
3153,Uranium-238,,Chemical,,ECM
3154,Urea,,Chemical,,ECM
3160,Valeraldehyde,,Chemical,,ECM
3161,Valeric acid,,Chemical,,ECM
3162,Valve Interim Changes,,Physical parameter,,ECM
3163,Valve Last Month's Settings,,Physical parameter,,ECM
3164,Valve Open By How Much,,Physical parameter,,ECM
3165,Valve Opened,,Physical parameter,,ECM
3166,Valve Turn Position After,,Physical parameter,,ECM
3167,Valve Turn Position Before,,Physical parameter,,ECM
3168,Vanadium,,Chemical,,ECM
3169,Vanadium pentoxide,,Chemical,,ECM
3170,Vanadium trioxide,,Chemical,,ECM
3172,Vinyl acetate,,Chemical,,ECM
3171,Vinyl Chloride,Chloroethene,,,ECM
3173,Vinyl cyclohexene diepoxide,,Chemical,,ECM
3174,Visual Inspection (insitu),,Physical parameter,,ECM
3175,Vitamin E,,Chemical,,ECM
3155,VOC,Volatile organic compounds (VOCs) (as carbon),,,ECM
3156,VOC Measurement,Volatile organic compounds (VOCs) (as carbon),,,ECM
3157,VOC with TICs,Volatile organic compounds (VOCs) (as carbon),,,ECM
3158,VOCs,Volatile organic compounds (VOCs) (as carbon),,,ECM
3159,VOCs total class B (expressed as carbon),,Chemical Group,,ECM
3176,"Volatile acid, total",,Chemical Group,,ECM
3177,Volatile fatty acids C1-C6,,Chemical Group,,ECM
3178,Volatile organic compounds (VOCs) (as carbon),,Chemical Group,,ECM
3179,Volatiles Screen,,Physical parameter,,ECM
3643,Volume,Discharge Volume,Physical,,ECM
3644,Volume of Discharge,Discharge Volume,Physical,,ECM
3185,Waste delivered to site,,Physical parameter,,ECM
3181,Waste Recovered,,Physical parameter,,ECM
3182,Waste Recovered to Quality Protocol and Transferred Off-Site,,REM,,ECM
3186,Waste transfer,,Physical parameter,,ECM
3187,Waste transfer number,,Physical parameter,,ECM
3183,Waste Transferred Directly Off-Site for Use under an exemption,,REM,,ECM
3184,Waste Use,,Physical parameter,,ECM
3188,Waste/raw material inputs,,Physical parameter,,ECM
3189,Waste/raw material outputs,,Physical parameter,,ECM
3370,Water,,Addition,,ECM
3190,Water Abstracted,,Physical parameter,,ECM
3191,Water Abstracted from Borehole Source,,REM,,ECM
3192,Water Abstracted from Estuarine Water Source,,REM,,ECM
3193,Water Abstracted from Fresh Water Source,,REM,,ECM
3194,Water Abstracted from Mains Water Source,,REM,,ECM
3195,Water Abstracted from Sea Water Source,,REM,,ECM
3197,Water abstraction Borehole Source,,Physical parameter,,ECM
3198,Water abstraction Estuarine Water Source,,Physical parameter,,ECM
3199,Water abstraction Fresh Water Source,,Physical parameter,,ECM
3200,Water abstraction Mains Water Source,,Physical parameter,,ECM
3201,Water abstraction Sea Water Source,,Physical parameter,,ECM
3202,Water inputs to the Mill,,Physical parameter,,ECM
3196,Water Level,,Physical parameter,,ECM
3645,Water Level (mAOD),Borehole Liquid Level AOD,Physical,,ECM
3203,Water level (meters below cover level),,Physical parameter,,ECM
3647,Water level depth,Borehole Liquid Level Below Ref Point,Physical,,ECM
3204,Water outputs,,Physical parameter,,ECM
3646,Water Temperature,Temperature water field,Physical,,ECM
3205,Water used in manufacturing,,Physical parameter,,ECM
3206,Water vapour,,Physical parameter,,ECM
3451,Water-soluble cyanide,,Chemical,,ECM
3412,Water-soluble phenol,,Chemical,,ECM
3648,Well Head,Borehole Standing Depth of Liquid,Physical,,ECM
3207,Wind Direction,,Physical parameter,,ECM
3673,wind gust,Wind Speed,Physical,,ECM
3674,wind gust direction,Wind Direction,Physical,,ECM
3208,Wind Speed,,Physical parameter,,ECM
3180,WL Qualifier,,Physical parameter,,ECM
3209,Wool Process Dust,,Physical parameter,,ECM
3210,Xenon 133,Xenon-133,,,ECM
3211,Xenon-133,,Chemical,,ECM
3212,Xylene,,Chemical,,ECM
3213,Xylene (m and p),,Chemical group,,ECM
3214,Xylene (m and p) VOC,Xylene (m and p),,,ECM
3215,Xylene (o),,Chemical,,ECM
3216,Xylene (o) VOC,Xylene (o),,,ECM
3217,Xylene (p),,Chemical,,ECM
3218,Xylenes,Xylene,,,ECM
3649,Xylenes (o+p+m),Xylene,Chemical group,,ECM
3359,xylenols,Dimethylphenols,,,ECM
3219,Xylidines,,Chemical group,1300-73-8,ECM
3220,Yttrium,,Chemical,,ECM
3221,Yttrium 90,Yttrium-90,,,ECM
3222,Yttrium-90,,Chemical,,ECM
3223,Zinc,,Chemical,,ECM
3224,Zinc 65,Zinc-65,,,ECM
3225,Zinc and its compounds expressed as zinc (total Zn),,Chemical Group,,ECM
3226,"Zinc bis(N,N-diethyldithiocarbamate)",,Chemical,,ECM
3227,"Zinc chloride, fume",,Chemical,,ECM
3228,Zinc chromate,,Chemical,,ECM
3229,Zinc distearate,,Chemical,,ECM
3230,Zinc ethylene bis(dithiocarbamate),,Chemical,,ECM
3231,Zinc ethylenebis,Zinc ethylene bis(dithiocarbamate),,,ECM
3232,Zinc oxide,,Chemical,,ECM
3233,Zinc phosphide,,Chemical,,ECM
3234,Zinc-65,,Chemical,,ECM
3235,Ziram,,Chemical,,ECM
3236,Zirconium 95,Zirconium-95,,,ECM
3237,Zirconium compounds (as Zr) ,,Chemical Group,,ECM
3238,Zirconium-95,,Chemical,,ECM
3239,Zn,Zinc,,,ECM
